Position;Rank;Name;Uri;ImageUri;Industry;Country;Revenue;MarketValue;Headquarters;Ceo;Profits;Assets;State;SquareImage;Thumbnail
1539;1538;Dai Nippon Printing;dai-nippon-printing;dai-nippon-printing;Printing & Publishing;Japan;12742,0;6490,0;Japan;Yoshitoshi Kitajima;248,1;17024,0;;;
194;194;Dai-ichi Life Insurance;dai-ichi-life-insurance;dai-ichi-life-insurance;Life & Health Insurance;Japan;57629,0;22835,0;Japan;Koichiro Watanabe;2202,7;481971,0;;;
898;898;Daiichi Sankyo;daiichi-sankyo;daiichi-sankyo;Pharmaceuticals;Japan;8663,0;23195,0;Japan;Joji Nakayama;543,9;17844,0;;;
447;447;Daikin Industries;daikin-industries;daikin-industries;Construction Materials;Japan;20667,0;36015,0;Japan;Masanori Togawa;1705,7;23413,0;;;
29;29;Daimler;daimler;daimler;Auto & Truck Manufacturers;Germany;193217,0;85678,0;Germany;Dieter Zetsche;11793,6;323196,0;;;
1698;1698;Daishi Bank;daishi-bank;daishi-bank;Regional Banks;Japan;667,0;1535,0;Japan;Fujio Namiki;124,3;56019,0;;;
975;975;Daito Trust Construction;daito-trust-construction;daito-trust-construction;Construction Services;Japan;14048,0;12798,0;Japan;Naomi Kumakiri;792,4;7926,0;;;
343;343;Daiwa House Industry;daiwa-house-industry;daiwa-house-industry;Construction Services;Japan;34250,0;25308,0;Japan;Takeo Higuchi;2132,6;37943,0;;;
763;763;Daiwa Securities;daiwa-securities;daiwa-securities;Investment Services;Japan;6429,0;9786,0;Japan;Seiji Nakata;997,7;198794,0;;;
1861;1860;Dali Foods Group;dali-foods-group;no-pic;Food Processing;China;2930,0;10293,0;China;Shi Xu;508,0;2507,0;;;
267;267;Danaher;danaher;danaher;Conglomerates;United States;18819,0;71122,0;District of Columbia;Thomas Joyce Jr.;2552,6;47145,0;District of Columbia;;
1652;1652;Dangote Cement;dangote-cement;dangote-cement;Construction Materials;Nigeria;2436,0;11565,0;Nigeria;Joseph Makoju;571,9;4776,0;;;
239;239;Danone;danone;danone;Food Processing;France;27834,0;48893,0;France;Emmanuel Faber;2766,8;53157,0;;//specials-images.forbesimg.com/imageserve/5cd1aa09660f45000833183a/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd1aa09660f45000833183a/280x425.jpg?fit=scale&background=000000
224;224;Danske Bank;danske-bank;danske-bank;Major Banks;Denmark;18349,0;29058,0;Denmark;Thomas Borgen;3006,6;583832,0;;;
636;636;Daqin Railway;daqin-railway;daqin-railway;Railroads;China;9193,0;20700,0;China;Bo Guan;2155,4;20905,0;;;
1334;1334;Darden Restaurants;darden-restaurants;darden-restaurants;Restaurants;United States;7881,0;11182,0;Florida;Gene Lee Jr.;545,3;5455,0;Florida;;
999;999;Dassault Aviation;dassault-aviation;dassault-aviation;Aerospace & Defense;France;5451,0;16799,0;France;Éric Trappier;799,7;18318,0;;;
1260;1260;Dassault Systemes;dassault-systemes;dassault-systemes;Software & Programming;France;3641,0;34569,0;France;Bernard Charlès;585,8;8441,0;;//specials-images.forbesimg.com/imageserve/5cd1aa49e989c40008cfba78/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd1aa49e989c40008cfba78/280x425.jpg?fit=scale&background=000000
1141;1141;Datang International Power;datang-international-power;datang-international-power;Electric Utilities;China;9946,0;8623,0;China;Jin Chen;245,0;39973,0;;;
949;949;Db Insurance;db-insurance;no-pic;Property & Casualty Insurance;South Korea;13552,0;4072,0;South Korea;Jeong-Nam Kim;585,0;44586,0;;;
271;271;Deere & Company;john-deere;john-deere;Heavy Equipment;United States;30537,0;47700,0;Illinois;Sam Allen;1418,8;66578,0;Illinois;//specials-images.forbesimg.com/imageserve/5cd434a4169cc600095ec179/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd434a4169cc600095ec179/280x425.jpg?fit=scale&background=000000
1740;1740;Delek Group;delek-group;delek-group;Investment Services;Israel;1498,0;1811,0;Israel;Joseph Bartfeld;358,6;41574,0;;;
462;462;Dell Technologies;dell-technologies;dell-technologies;Computer Hardware;United States;78737,0;57178,0;Texas;Michael Dell;-3728,0;122281,0;Texas;;
225;224;Delta Air Lines;delta-air-lines;delta-air-lines;Airline;United States;42057,0;37108,0;Georgia;Edward Bastian;3521,0;54078,0;Georgia;;
1394;1394;Delta Electronics;delta-electronics;delta-electronics;Electronics;Taiwan;7521,0;9951,0;Taiwan;Hsun Chang;575,0;8297,0;;;
222;222;Denso;denso;denso;Auto & Truck Parts;Japan;46090,0;40571,0;Japan;Koji Arima;2892,3;54202,0;;;
785;785;Dentsu;dentsu;dentsu;Advertising;Japan;8283,0;13402,0;Japan;Toshihiro Yamamoto;940,6;31628,0;;;
495;495;Deutsche Bank;deutsche-bank;deutsche-bank;Major Banks;Germany;44563,0;28724,0;Germany;Christian Sewing;-1415,2;1817435,0;;;
689;689;Deutsche Boerse;deutsche-boerse;deutsche-boerse;Investment Services;Germany;3375,0;25965,0;Germany;Theodor Weimer;985,4;179688,0;;;
372;372;Deutsche Lufthansa;deutsche-lufthansa;deutsche-lufthansa;Airline;Germany;41518,0;14134,0;Germany;Carsten Spohr;2775,5;47114,0;;;
1641;1641;Deutsche Pfandbriefbank;deutsche-pfandbriefbank;no-pic;Regional Banks;Germany;2003,0;2175,0;Germany;Andreas Arndt;205,0;69639,0;;;
205;205;Deutsche Post;deutsche-post;deutsche-post;Air Courier;Germany;68177,0;50750,0;Germany;Frank Appel;3060,1;46697,0;;;
79;79;Deutsche Telekom;deutsche-telekom;deutsche-telekom;Telecommunications services;Germany;84535,0;80831,0;Germany;Timotheus Höttges;3902,7;179078,0;;;
868;868;Deutsche Wohnen;deutsche-wohnen;deutsche-wohnen;Construction Services;Germany;1331,0;16809,0;Germany;Michael Zahn;1937,7;24664,0;;;
664;664;Devon Energy;devon-energy;devon-energy;Oil & Gas Operations;United States;14329,0;21433,0;Oklahoma;David Hager;635,0;29316,0;Oklahoma;;
1062;1062;Dexia;dexia;dexia;Major Banks;Belgium;11063,0;16,0;Belgium;Wouter Devriendt;-521,1;217270,0;;;
1665;1665;Dexus;dexus;no-pic;Real Estate;Australia;718,0;7414,0;Australia;Darren Steinberg;1184,5;10799,0;;;
272;272;Diageo;diageo;diageo;Beverages;United Kingdom;15659,0;89382,0;United Kingdom;Ivan Menezes;4128,8;40720,0;;;
1699;1698;Diamondback Energy;diamondback-energy;no-pic;Oil & Gas Operations;United States;1450,0;12210,0;Texas;Travis Stice;508,8;8225,0;Texas;;
1354;1354;Digital Realty Trust;digital-realty-trust;digital-realty-trust;Real Estate;United States;2643,0;22406,0;California;Arthur Stein;271,3;21582,0;California;;
356;356;Discover Financial Services;discover-financial-services;discover-financial-services;Consumer Financial Services;United States;11865,0;26302,0;Illinois;David Nelms;2170,0;101967,0;Illinois;;
1019;1019;Discovery Communications;discovery;no-pic;Broadcasting & Cable;United States;7589,0;16817,0;Maryland;David Zaslav;-181,0;34658,0;Maryland;;
1856;1856;Dixons Carphone;dixons-carphone;dixons-carphone;Specialty Stores;United Kingdom;13477,0;3498,0;United Kingdom;Alexander Baldock;303,2;10395,0;;;
615;615;Dollar General;dollar-general;dollar-general;Discount Stores;United States;23471,0;25141,0;Tennessee;Todd Vasos;1539,0;12602,0;Tennessee;;
556;556;Dollar Tree;dollar-tree;dollar-tree;Discount Stores;United States;22246,0;22283,0;Virginia;Gary Philbin;1714,3;16476,0;Virginia;;
1917;1917;Dollarama;dollarama;no-pic;Discount Stores;Canada;2529,0;12569,0;Canada;Neil Rossy;402,1;1613,0;;;
302;302;Dominion Resources;dominion-resources;dominion-resources;Electric Utilities;United States;12662,0;42220,0;Virginia;Thomas Farrell;3007,0;77354,0;Virginia;;
1967;1967;Don Quijote Holdings;pan-pacific-international-holdings;no-pic;Discount Stores;Japan;8228,0;7998,0;Japan;Takao Yasuda(Rep);300,2;7498,0;;;
598;598;Dongfeng Motor Group;dongfeng-motor-group;dongfeng-motor-group;Auto & Truck Manufacturers;China;18531,0;9714,0;China;Liang Ma;2081,4;32631,0;;;
1263;1263;Doosan;doosan;doosan;Construction Services;South Korea;15534,0;2151,0;South Korea;Jae-Gyung Lee;34,0;26873,0;;;
1165;1165;Dover;dover;dover;Conglomerates;United States;7939,0;11930,0;Illinois;Richard Tobin;770,9;10543,0;Illinois;;
122;122;DowDuPont;dowdupont;dowdupont;Diversified Chemicals;United States;80578,0;155330,0;Delaware;Edward Breen;1661,0;192441,0;Delaware;;
1121;1121;Dubai Islamic Bank;dubai-islamic-bank;dubai-islamic-bank;Regional Banks;United Arab Emirates;2804,0;6593,0;United Arab Emirates;Adnan Chilwan;1086,0;57470,0;;;
1928;1928;Dufry;dufry;no-pic;Specialty Stores;Switzerland;8748,0;7902,0;Switzerland;Julián González;72,2;10186,0;;;
176;176;Duke Energy;duke-energy;duke-energy;Electric Utilities;United States;23971,0;56242,0;North Carolina;Lynn Good;2963,0;138541,0;North Carolina;//specials-images.forbesimg.com/imageserve/5915cf1531358e03e559058f/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5915cf1531358e03e559058f/280x425.jpg?fit=scale&background=000000
1871;1871;E-L Financial;e-l-financial;no-pic;Diversified Insurance;Canada;1185,0;2552,0;Canada;Duncan N R Jackman;514,7;18069,0;;;
876;876;E-Trade Financial;e-trade-financial;e-trade-financial;Investment Services;United States;2623,0;16993,0;New York;Karl Roessner;716,0;64187,0;New York;;
1224;1224;E-mart;e-mart;e-mart;Discount Stores;South Korea;14044,0;6801,0;South Korea;Gab-Soo Lee;541,9;15008,0;;;
230;230;E.ON;eon;eon;Electric Utilities;Germany;43022,0;24173,0;Germany;Oh-Joon Kwon;4881,3;67926,0;;;
1253;1253;E.Sun Financial;esun-financial;esun-financial;Regional Banks;Taiwan;1938,0;7153,0;Taiwan;Nan Huang;526,8;72774,0;;;
115;115;EDF;edf;edf;Electric Utilities;France;78540,0;42957,0;France;Jean-Bernard Lévy;2941,7;337127,0;;;
1813;1813;EFG International;efg-international;efg-international;Regional Banks;Switzerland;1569,0;2331,0;Switzerland;Piergiorgio Pradelli;-60,8;42702,0;;;
1608;1608;EMS-Chemie Holding;ems-chemie-holding;ems-chemie-holding;Specialized Chemicals;Switzerland;2180,0;14724,0;Switzerland;Magdalena MBA;489,2;2155,0;;;
180;180;ENGIE;engie;engie;Electric Utilities;France;73348,0;41764,0;France;Isabelle Kocher;1605,1;180519,0;;;
1591;1591;ENN Energy Holdings;enn-energy-holdings;enn-energy-holdings;Natural Gas Utilities;China;7160,0;10405,0;China;Ji Han;413,3;9093,0;;;
368;368;EOG Resources;eog-resources;eog-resources;Oil & Gas Operations;United States;12465,0;67964,0;Texas;William Thomas;3192,7;30741,0;Texas;;
1426;1426;EQT;eqt;eqt;Oil & Gas Operations;United States;3599,0;13487,0;Pennsylvania;David Porges;-241,5;27632,0;Pennsylvania;;
248;248;EXOR;exor;exor;Investment Services;Netherlands;161780,0;18291,0;Netherlands;John Elkann;1570,1;196661,0;;;
235;235;East Japan Railway;east-japan-railway;east-japan-railway;Railroads;Japan;26618,0;37892,0;Japan;Tetsuro Tomita;2607,2;76612,0;;;
1208;1208;East West Bancorp;east-west-bancorp;east-west-bancorp;Regional Banks;United States;1552,0;10086,0;California;Dominic Ng;522,9;37693,0;California;;
792;792;Eastman Chemical;eastman-chemical;eastman-chemical;Specialized Chemicals;United States;9827,0;15237,0;Tennessee;Mark Costa;1486,0;16366,0;Tennessee;//specials-images.forbesimg.com/imageserve/5a29656f31358e286471d5ef/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a29656f31358e286471d5ef/280x425.jpg?fit=scale&background=000000
1853;1852;EasyJet;easyjet;easyjet;Airline;United Kingdom;6393,0;9248,0;United Kingdom;David Schneider;386,3;8011,0;;;
345;345;Eaton;eaton;eaton;Other Industrial Equipment;Ireland;20807,0;33440,0;Ireland;Craig Arnold;3036,0;32668,0;;;
523;523;Ecolab;ecolab;ecolab;Specialized Chemicals;United States;14148,0;42456,0;Minnesota;Douglas Baker Jr.;1502,2;20184,0;Minnesota;;
301;300;Ecopetrol;ecopetrol;ecopetrol;Oil & Gas Operations;Colombia;19351,0;45702,0;Colombia;Felipe Pardo;2844,0;42451,0;;;
727;727;Edison International;edison-international;edison-international;Electric Utilities;United States;12421,0;20295,0;California;Pedro Pizarro;421,0;51943,0;California;;
519;518;Edp-energias De Portugal;edp-energias-de-portugal;edp-energias-de-portugal;Electric Utilities;Portugal;17760,0;13501,0;Portugal;António Luís Mexia;1255,6;50524,0;;;
1323;1323;Edwards Lifesciences;edwards-lifesciences;edwards-lifesciences;Medical Equipment & Supplies;United States;3447,0;29111,0;California;Michael Mussallem;560,0;5825,0;California;http://specials-images.forbesimg.com/imageserve/5798ecf331358e154fde0081/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5798ecf331358e154fde0081/280x425.jpg?fit=scale&background=000000
732;732;Eiffage;eiffage;eiffage;Construction Services;France;17216,0;11525,0;France;Benoit de Ruffray;614,7;36168,0;;;
1688;1687;Eisai;eisai;eisai;Pharmaceuticals;Japan;5082,0;19463,0;Japan;Haruo Naito;259,1;9305,0;;;
1577;1577;El Puerto de Liverpool;el-puerto-de-liverpool;el-puerto-de-liverpool;Department Stores;Mexico;6848,0;8248,0;Mexico;Graciano Gonzlez;545,3;8774,0;;;
1213;1213;Electric Power Development;electric-power-development;electric-power-development;Electric Utilities;Japan;7726,0;5054,0;Japan;Yong Yu;617,6;24892,0;;;
1991;1991;Electricity Generating;electricity-gen;no-pic;Electric Utilities;Thailand;972,0;3769,0;Thailand;Sommai Phasee;878,1;6637,0;;;
1254;1254;Electrolux Group;electrolux-group;electrolux-group;Household Appliances;Sweden;14514,0;7605,0;Sweden;Jonas Samuelson;624,8;10652,0;;;
1004;1004;Electronic Arts;electronic-arts;electronic-arts;Recreational Products;United States;5137,0;40737,0;California;Andrew Wilson;1043,0;8584,0;California;;
1120;1120;Eletrobrás;eletrobras;eletrobras;Electric Utilities;Brazil;11898,0;7135,0;Brazil;Wilson Ferreira Jr.;-552,6;52147,0;;;
330;330;Eli Lilly;eli-lilly;no-pic;Pharmaceuticals;United States;23343,0;89494,0;Indiana;David Ricks;1124,1;44356,0;Indiana;//specials-images.forbesimg.com/imageserve/5cd1aad5d606c400081eac3b/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd1aad5d606c400081eac3b/280x425.jpg?fit=scale&background=000000
893;893;Emaar Properties;emaar-properties;emaar-properties;Real Estate;United Arab Emirates;5830,0;9726,0;United Arab Emirates;Amit Jain;1584,8;30755,0;;;
481;481;Emerson Electric;emerson-electric;emerson-electric;Electrical Equipment;United States;16538,0;45366,0;Missouri;David Farr;1777,0;19785,0;Missouri;;
567;567;Emirates NBD;emirates-nbd;emirates-nbd;Regional Banks;United Arab Emirates;6060,0;15509,0;United Arab Emirates;Shayne Nelson;2251,1;129493,0;;;
1692;1692;Empire;empire;empire;Food Retail;Canada;18681,0;5232,0;Canada;Michael Medline;91,4;7040,0;;;
1790;1790;Empresas CMPC;empresas-cmpc;empresas-cmpc;Forest Products;Chile;5408,0;9974,0;Chile;Hernán Wilson;258,2;15164,0;;;
514;514;EnBW-Energie Baden;enbw-energie-baden;enbw-energie-baden;Electric Utilities;Germany;24785,0;9382,0;Germany;Frank Mastiaux;2316,9;49909,0;;;
178;178;Enbridge;enbridge;enbridge;Oil Services & Equipment;Canada;33584,0;57192,0;Canada;Albert Monaco;2202,6;129369,0;;;
1408;1408;Encana;encana;encana;Oil & Gas Operations;Canada;4282,0;12731,0;Canada;Douglas Suttles;555,9;15110,0;;;
75;75;Enel;enel;enel;Electric Utilities;Italy;86675,0;61566,0;Italy;Francesco Starace;4633,6;193638,0;;http://specials-images.forbesimg.com/imageserve/57a89da84bbe6f2005cb0c77/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/57a89da84bbe6f2005cb0c77/280x425.jpg?fit=scale&background=000000
95;95;Eni;eni;eni;Oil & Gas Operations;Italy;75483,0;70712,0;Italy;Claudio Descalzi;3865,4;143132,0;;;
796;796;Entergy;entergy;entergy;Electric Utilities;United States;11082,0;14258,0;Louisiana;Leo Denault;475,5;47282,0;Louisiana;//specials-images.forbesimg.com/imageserve/5ca23273a7ea43206f140341/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5ca23273a7ea43206f140341/280x425.jpg?fit=scale&background=000000
1954;1953;Envision Healthcare;envision-healthcare;no-pic;Healthcare Services;United States;8018,0;5126,0;Tennessee;Christopher Holden;116,1;14384,0;Tennessee;;
1593;1593;Equifax;equifax;equifax;Business & Personal Services;United States;3396,0;13799,0;Georgia;Mark Begor;524,9;7196,0;Georgia;http://specials-images.forbesimg.com/imageserve/5798f0c7a7ea4374a7c660ca/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5798f0c7a7ea4374a7c660ca/280x425.jpg?fit=scale&background=000000
1265;1264;Equinix;equinix;equinix;Real Estate;United States;4642,0;31933,0;California;Peter van Camp;253,8;19942,0;California;;
91;91;Equinor;equinor;no-pic;Oil & Gas Operations;Norway;65145,0;90211,0;Norway;Eldar Sætre;4861,0;115449,0;;;
1231;1231;Equity Residential;equity-residential;equity-residential;Real Estate;United States;2481,0;23032,0;Illinois;David Neithercut;409,0;20384,0;Illinois;;
1436;1436;Erdemir;erdemir;erdemir;Iron & Steel;Turkey;5407,0;8448,0;Turkey;Sedat Orhan;1065,1;7990,0;;;
757;757;Ericsson;ericsson;ericsson;Communications Equipment;Sweden;23776,0;26119,0;Sweden;Erik Ekholm;-3014,3;31127,0;;;
430;430;Erste Group Bank;erste-group-bank;erste-group-bank;Major Banks;Austria;10190,0;18969,0;Austria;Andreas Treichl;1549,2;282895,0;;;
1761;1761;Essex Property Trust;essex-property-trust;essex-property-trust;Real Estate;United States;1392,0;16012,0;California;Michael Schall;345,0;12643,0;California;;
820;820;Essilor International;essilorluxottica;no-pic;Medical Equipment & Supplies;France;8448,0;29848,0;France;Hubert Sagnières;889,9;14770,0;;http://specials-images.forbesimg.com/imageserve/57c98b6d31358e16c5893c28/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/57c98b6d31358e16c5893c28/280x425.jpg?fit=scale&background=000000
722;722;Essity Ab;essity-ab;no-pic;Household/Personal Care;Sweden;13428,0;18717,0;Sweden;Carl Groth;972,9;18569,0;;;
392;392;Etisalat;etisalat;etisalat;Telecommunications services;United Arab Emirates;14243,0;38238,0;United Arab Emirates;Saleh Al-Abdooli;2304,7;34625,0;;;
1632;1632;Eurobank Ergasias;eurobank-ergasias;no-pic;Regional Banks;Greece;2221,0;2635,0;Greece;Fokion Karavias;117,3;72083,0;;;
1381;1381;Everbright Securities;everbright-securities;everbright-securities;Investment Services;China;1395,0;8711,0;China;Ji Liu;478,0;32445,0;;;
1343;1343;Everest Re Group;everest-re-group;everest-re-group;Diversified Insurance;Bermuda;6764,0;9355,0;Bermuda;Dominic Addesso;378,0;23513,0;;;
